HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"6104.29.10.20","4","Skirts and divided skirts (642)","[""doz."",""kg""]","","","","",""
"6104.29.10.30","4","Trousers and breeches (648)","[""doz."",""kg""]","","","","",""
"6104.29.10.40","4","Shorts (648)","[""doz."",""kg""]","","","","",""
"6104.29.10.50","4","Blouses, shirts and tops (639)","[""doz."",""kg""]","","","","",""
"6104.29.10.60","4","Sweaters (646)","[""doz."",""kg""]","","","","",""
"6104.29.10.70","4","Other (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6104.29.20","3","Other","","The rate applicable to each garment in the ensemble if separately entered","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA, OM,P,PA,PE,S, SG)","The rate applicable to each garment in the ensemble if separately entered","",""
"","4","Garments described in heading 6102; jackets and blazers described in heading 6104:","","","","","",""
"6104.29.20.10","5","Subject to cotton restraints (335)","[""doz."",""kg""]","","","","",""
"6104.29.20.12","5","Subject to wool restraints (435)","[""doz."",""kg""]","","","","",""
"6104.29.20.14","5","Subject to man-made fiber restraints (635)","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"","6","Of silk:","","","","","",""
"6104.29.20.16","7","Containing 70 percent or more by weight of silk or silk waste (735)","[""doz."",""kg""]","","","","",""
"6104.29.20.18","7","Other (835)","[""doz."",""kg""]","","","","",""
"6104.29.20.20","6","Other (835)","[""doz."",""kg""]","","","","",""
"","4","Skirts and divided skirts:","","","","","",""
"6104.29.20.22","5","Subject to cotton restraints (342)","[""doz."",""kg""]","","","","",""
"6104.29.20.24","5","Subject to wool restraints (442)","[""doz."",""kg""]","","","","",""
"6104.29.20.26","5","Subject to man-made fiber restraints (642)","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"","6","Of silk:","","","","","",""
"6104.29.20.28","7","Containing 70 percent or more by weight of silk or silk waste (742)","[""doz."",""kg""]","","","","",""
"6104.29.20.30","7","Other (842)","[""doz."",""kg""]","","","","",""
"6104.29.20.32","6","Other (842)","[""doz."",""kg""]","","","","",""
"","4","Trousers, breeches and shorts:","","","","","",""
"6104.29.20.34","5","Subject to cotton restraints (348)","[""doz."",""kg""]","","","","",""
"6104.29.20.36","5","Subject to wool restraints (448)","[""doz."",""kg""]","","","","",""
"6104.29.20.38","5","Subject to man-made fiber restraints (648)","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"","6","Of silk:","","","","","",""
"6104.29.20.40","7","Containing 70 percent or more by weight of silk or silk waste (748)","[""doz."",""kg""]","","","","",""
"","7","Other:","","","","","",""
"6104.29.20.41","8","Trousers and breeches (847)","[""doz."",""kg""]","","","","",""
"6104.29.20.43","8","Shorts (847)","[""doz."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"6104.29.20.45","7","Trousers and breeches (847)","[""doz."",""kg""]","","","","",""
"6104.29.20.47","7","Shorts (847)","[""doz."",""kg""]","","","","",""
"","4","Blouses, shirts and tops:","","","","","",""
"6104.29.20.49","5","Subject to cotton restraints (339)","[""doz."",""kg""]","","","","",""
"6104.29.20.51","5","Subject to wool restraints (438)","[""doz."",""kg""]","","","","",""
"6104.29.20.55","5","Subject to man-made fiber restraints (639)","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"","6","Of silk:","","","","","",""
"6104.29.20.57","7","Containing 70 percent or more by weight of silk or silk waste (739)","[""doz."",""kg""]","","","","",""
"6104.29.20.61","7","Other (838)","[""doz."",""kg""]","","","","",""
"6104.29.20.63","6","Other (838)","[""doz."",""kg""]","","","","",""
"","4","Sweaters:","","","","","",""
"6104.29.20.65","5","Subject to cotton restraints (345)","[""doz."",""kg""]","","","","",""
"6104.29.20.67","5","Subject to wool restraints (446)","[""doz."",""kg""]","","","","",""
"6104.29.20.69","5","Subject to man-made fiber restraints (646)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","5","Other:","","","","","",""
"","6","Of silk:","","","","","",""
"6104.29.20.71","7","Containing 70 percent or more by weight of silk or silk waste waste (746)","[""doz."",""kg""]","","","","",""
"","7","Other:","","","","","",""
"6104.29.20.73","8","Assembled in Hong Kong from knit-to-shape component parts knitted elsewhere (846)","[""doz."",""kg""]","","","","",""
"6104.29.20.75","8","Other (846)","[""doz."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"6104.29.20.77","7","Assembled in Hong Kong from knit-to-shape component parts knitted elsewhere (845)","[""doz."",""kg""]","","","","",""
"6104.29.20.79","7","Other (845)","[""doz."",""kg""]","","","","",""
"","4","Other:","","","","","",""
"6104.29.20.81","5","Subject to cotton restraints (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6104.29.20.83","5","Subject to wool restraints (459)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6104.29.20.85","5","Subject to man-made fiber restraints (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","5","Other:","","","","","",""
"","6","Of silk:","","","","","",""
"6104.29.20.86","7","Containing 70 percent or more by weight of silk or silk waste (759)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6104.29.20.87","7","Other (859)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6104.29.20.90","6","Other (859)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","1","Suit-type jackets and blazers:","","","","","",""
"6104.31.00.00","2","Of wool or fine animal hair (435)","[""doz."",""kg""]","54.8¢/kg + 16%","Free (AU,BH,CL, CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","68.3¢/kg + 54.5%","",""
"6104.32.00.00","2","Of cotton (335)","[""doz."",""kg""]","14.9%","Free (AU,BH,CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","90%","",""
"6104.33","2","Of synthetic fibers:","","","","","",""
"6104.33.10.00","3","Containing 23 percent or more by weight of wool or fine animal hair (435)","[""doz."",""kg""]","56.4¢/kg + 16.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","68.3¢/kg + 54.5%","",""
"6104.33.20.00","3","Other (635)","[""doz."",""kg""]","28.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","72%","",""
"6104.39","2","Of other textile materials:","","","","","",""
"6104.39.10.00","3","Of artificial fibers (635)","[""doz."",""kg""]","24%","Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","72%","",""
"6104.39.20","3","Other","","Free","","35%","",""
"6104.39.20.10","4","Subject to cotton restraints (335)","[""doz."",""kg""]","","","","",""
"6104.39.20.20","4","Subject to wool restraints (435)","[""doz."",""kg""]","","","","",""
"6104.39.20.30","4","Subject to man-made fiber restraints (635)","[""doz."",""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","Of silk","","","","","",""
"6104.39.20.40","6","Containing 70 percent or more by weight of silk or silk waste (735)","[""doz."",""kg""]","","","","",""
"6104.39.20.50","6","Other (835)","[""doz."",""kg""]","","","","",""
"6104.39.20.90","5","Other (835)","[""doz."",""kg""]","","","","",""
"","1","Dresses:","","","","","",""
"6104.41.00","2","Of wool or fine animal hair","","13.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","54.5%","",""
"6104.41.00.10","3","Women's (436)","[""doz."",""kg""]","","","","",""
"6104.41.00.20","3","Girls' (436)","[""doz."",""kg""]","","","","",""
"6104.42.00","2","Of cotton","","11.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","45%","",""
"6104.42.00.10","3","Women's (336)","[""doz."",""kg""]","","","","",""
"6104.42.00.20","3","Girls' (336)","[""doz."",""kg""]","","","","",""
"6104.43","2","Of synthetic fibers:","","","","","",""
"6104.43.10","3","Containing 23 percent or more by weight of wool or fine animal hair","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54.5%","",""
"6104.43.10.10","4","Women's (436)","[""doz."",""kg""]","","","","",""
"6104.43.10.20","4","Girls' (436)","[""doz."",""kg""]","","","","",""
"6104.43.20","3","Other","","16%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","72%","",""
"6104.43.20.10","4","Women's (636)","[""doz."",""kg""]","","","","",""
"6104.43.20.20","4","Girls' (636)","[""doz."",""kg""]","","","","",""
"6104.44","2","Of artificial fibers:","","","","","",""
"6104.44.10.00","3","Containing 23 percent or more by weight of wool or fine animal hair (436)","[""doz."",""kg""]","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54.5%","",""
"6104.44.20","3","Other","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","72%","",""
"6104.44.20.10","4","Women's (636)","[""doz."",""kg""]","","","","",""
"6104.44.20.20","4","Girls' (636)","[""doz."",""kg""]","","","","",""
"6104.49","2","Of other textile materials:","","","","","",""
"6104.49.10.00","3","Containing 70 percent or more by weight of silk or silk waste (736)","[""doz."",""kg""]","0.9%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","60%","",""
"6104.49.90","3","Other","","5.6%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"6104.49.90.10","4","Subject to cotton restraints (336)","[""doz."",""kg""]","","","","",""
"6104.49.90.20","4","Subject to wool restraints (436)","[""doz."",""kg""]","","","","",""
"6104.49.90.30","4","Subject to man-made fiber restraints (636)","[""doz."",""kg""]","","","","",""
"6104.49.90.60","4","Other (836)","[""doz."",""kg""]","","","","",""
"","1","Skirts and divided skirts:","","","","","",""
"6104.51.00.00","2","Of wool or fine animal hair (442)","[""doz."",""kg""]","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54.5%","",""
"6104.52.00","2","Of cotton","","8.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","90%","",""
"6104.52.00.10","3","Women's (342)","[""doz."",""kg""]","","","","",""
"6104.52.00.20","3","Girls' (342)","[""doz."",""kg""]","","","","",""
"6104.53","2","Of synthetic fibers:","","","","","",""
"6104.53.10.00","3","Containing 23 percent or more by weight of wool or fine animal hair (442)","[""doz."",""kg""]","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54.5%","",""
"6104.53.20","3","Other","","16%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","72%","",""
"6104.53.20.10","4","Women's (642)","[""doz."",""kg""]","","","","",""
"6104.53.20.20","4","Girls' (642)","[""doz."",""kg""]","","","","",""
"6104.59","2","Of other textile materials:","","","","","",""
"6104.59.10","3","Of artificial fibers","","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","72%","",""
"6104.59.10.05","4","Containing 23 percent or more by weight of wool or fine animal hair (442)","[""doz."",""kg""]","","","","",""
"","4","Other:","","","","","",""
"6104.59.10.30","5","Women's (642)","[""doz."",""kg""]","","","","",""
"6104.59.10.60","5","Girls' (642)","[""doz."",""kg""]","","","","",""
"6104.59.40.00","3","Containing 70 percent or more by weight of silk or silk waste (742)","[""doz."",""kg""]","0.9%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","45%","",""
"6104.59.80","3","Other","","5.6%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","45%","",""
"6104.59.80.10","4","Subject to cotton restraints (342)","[""doz."",""kg""]","","","","",""
"6104.59.80.20","4","Subject to wool restraints (442)","[""doz."",""kg""]","","","","",""
"6104.59.80.30","4","Subject to man-made fiber restraints (642)","[""doz."",""kg""]","","","","",""
"6104.59.80.90","4","Other (842)","[""doz."",""kg""]","","","","",""
"","1","Trousers, bib and brace overalls, breeches and shorts:","","","","","",""
"6104.61.00","2","Of wool or fine animal hair","","14.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","54.5%","",""
"6104.61.00.10","3","Trousers and breeches (448)","[""doz."",""kg""]","","","","",""
"6104.61.00.20","3","Shorts (448)","[""doz."",""kg""]","","","","",""
"6104.61.00.30","3","Bib and brace overalls (459)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6104.62","2","Of cotton:","","","","","",""
"6104.62.10","3","Bib and brace overalls","","10.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6104.62.10.10","4","Insulated, for cold weather protection (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","4","Other:","","","","","",""
"6104.62.10.20","5","Women's (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6104.62.10.30","5","Girls' (237)","[""doz."",""kg""]","","","","",""
"6104.62.20","3","Other","","14.9%","Free (AU,BH,CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"","4","Trousers and breeches:","","","","","",""
"","5","Women's:","","","","","",""
"6104.62.20.06","6","Containing 5 percent or more by weight of elastomeric yarn or rubber thread (348)","[""doz."",""kg""]","","","","",""
"6104.62.20.11","6","Other (348)","[""doz."",""kg""]","","","","",""
"","5","Girls':","","","","","",""
"","6","Imported as parts of playsuits:","","","","","",""
"6104.62.20.16","7","Containing 5 percent or more by weight of elastomeric yarn or rubber thread (237)","[""doz."",""kg""]","","","","",""
"6104.62.20.21","7","Other (237)","[""doz."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"6104.62.20.26","7","Containing 5 percent or more by weight of elastomeric yarn or rubber thread (348)","[""doz."",""kg""]","","","","",""
"6104.62.20.28","7","Other (348)","[""doz."",""kg""]","","","","",""
"","4","Shorts:","","","","","",""
"6104.62.20.30","5","Women's (348)","[""doz."",""kg""]","","","","",""
"","5","Girls':","","","","","",""
"6104.62.20.50","6","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6104.62.20.60","6","Other (348)","[""doz."",""kg""]","","","","",""
"6104.63","2","Of synthetic fibers:","","","","","",""
"6104.63.10","3","Bib and brace overalls","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","72%","",""
"6104.63.10.10","4","Insulated, for cold weather protection (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","4","Other:","","","","","",""
"6104.63.10.20","5","Women's (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6104.63.10.30","5","Girls' (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6104.63.15","4","Containing 23 percent or more by weight of wool or fine animal hair","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54.5%","",""
"6104.63.15.10","5","Trousers and breeches (448)","[""doz."",""kg""]","","","","",""
"6104.63.15.20","5","Shorts (448)","[""doz."",""kg""]","","","","",""
"6104.63.20","4","Other","","28.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","72%","",""
"","5","Trousers and breeches:","","","","","",""
"","6","Women's:","","","","","",""
"6104.63.20.06","7","Containing 5 percent or more by weight of elastomeric yarn or rubber thread (648)","[""doz."",""kg""]","","","","",""
"6104.63.20.11","7","Other (648)","[""doz."",""kg""]","","","","",""
"","6","Girls':","","","","","",""
"","7","Imported as parts of playsuits:","","","","","",""
"6104.63.20.16","8","Containing 5 percent or more by weight of elastomeric yarn or rubber thread (237)","[""doz."",""kg""]","","","","",""
"6104.63.20.21","8","Other (237)","[""doz."",""kg""]","","","","",""
"","7","Other:","","","","","",""
"6104.63.20.26","8","Containing 5 percent or more by weight of elastomeric yarn or rubber thread (648)","[""doz."",""kg""]","","","","",""
"6104.63.20.28","8","Other (648)","[""doz."",""kg""]","","","","",""
"","5","Shorts:","","","","","",""
"6104.63.20.30","6","Women's (648)","[""doz."",""kg""]","","","","",""
"","6","Girls':","","","","","",""
"6104.63.20.50","7","Imported as parts of play suits (237)","[""doz."",""kg""]","","","","",""
"6104.63.20.60","7","Other (648)","[""doz."",""kg""]","","","","",""
"6104.69","2","Of other textile materials:","","","","","",""
"","3","Of artificial fibers:","","","","","",""
"6104.69.10.00","4","Bib and brace overalls (659)","[""doz."",""<u>kg<\/u>""]","13.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","72%","",""
"6104.69.20","4","Trousers, breeches and shorts","","28.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","72%","",""
"6104.69.20.05","5","Containing 23 percent or more by by weight of wool or fine animal hair (448)","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"6104.69.20.30","6","Trousers and breeches (648)","[""doz."",""kg""]","","","","",""
"6104.69.20.60","6","Shorts (648)","[""doz."",""kg""]","","","","",""
"6104.69.40","3","Containing 70 percent or more by weight of silk or silk waste","","0.9%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"6104.69.40.10","4","Bib and brace overalls (759)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6104.69.40.20","4","Trousers, breeches and shorts (748)","[""doz."",""kg""]","","","","",""
"6104.69.80","3","Other","","5.6%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"","4","Bib and brace overalls:","","","","","",""
"6104.69.80.10","5","Subject to cotton restraints (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6104.69.80.12","5","Subject to wool restraints (459)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6104.69.80.14","5","Subject to man-made fiber restraints (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6104.69.80.20","5","Other (859)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","4","Trousers, breeches and shorts:","","","","","",""
"6104.69.80.22","5","Subject to cotton restraints (348)","[""doz."",""kg""]","","","","",""
"6104.69.80.24","5","Subject to wool restraints (448)","[""doz."",""kg""]","","","","",""
"6104.69.80.26","5","Subject to man-made fiber restraints (648)","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"6104.69.80.38","6","Trousers and breeches (847)","[""doz."",""kg""]","","","","",""
"6104.69.80.40","6","Shorts (847)","[""doz."",""kg""]","","","","",""
"6105","0","Men's or boys' shirts, knitted or crocheted:","","","","","",""
"6105.10.00","1","Of cotton","","19.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"6105.10.00.10","2","Men's (338)","[""doz."",""kg""]","","","","",""
"","2","Boys':","","","","","",""
"6105.10.00.20","3","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6105.10.00.30","3","Other (338)","[""doz."",""kg""]","","","","",""
"6105.20","1","Of man-made fibers:","","","","","",""
"6105.20.10.00","2","Containing 23 percent or more by weight of wool or fine animal hair (438)","[""doz."",""kg""]","13.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54.5%","",""
"6105.20.20","2","Other","","32%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","72%","",""
"6105.20.20.10","3","Men's (638)","[""doz."",""kg""]","","","","",""
"","3","Boys':","","","","","",""
"6105.20.20.20","4","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6105.20.20.30","4","Other (638)","[""doz."",""kg""]","","","","",""
"6105.90","1","Of other textile materials:","","","","","",""
"6105.90.10.00","2","Of wool or fine animal hair (438)","[""doz."",""kg""]","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54.5%","",""
"6105.90.40.00","2","Containing 70 percent or more by weight of silk or silk waste (738)","[""doz."",""kg""]","0.9%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"6105.90.80","2","Other","","5.6%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"6105.90.80.10","3","Subject to cotton restraints (338)","[""doz."",""kg""]","","","","",""
"6105.90.80.20","3","Subject to wool restraints (438)","[""doz."",""kg""]","","","","",""
"6105.90.80.30","3","Subject to man-made fiber restraints (638)","[""doz."",""kg""]","","","","",""
"6105.90.80.60","3","Other (838)","[""doz."",""kg""]","","","","",""
"6106","0","Women's or girls' blouses and shirts, knitted or crocheted:","","","","","",""
"6106.10.00","1","Of cotton","","19.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"6106.10.00.10","2","Women's (339)","[""doz."",""kg""]","","","","",""
"","2","Girls':","","","","","",""
"6106.10.00.20","3","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6106.10.00.30","3","Other (339)","[""doz."",""kg""]","","","","",""
"6106.20","1","Of man-made fibers:","","","","","",""
"6106.20.10","2","Containing 23 percent or more by weight of wool or fine animal hair","","14.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","54.5%","",""
"6106.20.10.10","3","Women's (438)","[""doz."",""kg""]","","","","",""
"6106.20.10.20","3","Girls' (438)","[""doz."",""kg""]","","","","",""
"6106.20.20","2","Other","","32%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","72%","",""
"6106.20.20.10","3","Women's (639)","[""doz."",""kg""]","","","","",""
"","3","Girls':","","","","","",""
"6106.20.20.20","4","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6106.20.20.30","4","Other (639)","[""doz."",""kg""]","","","","",""
"6106.90","1","Of other textile materials:","","","","","",""
"6106.90.10","2","Of wool or fine animal hair","","13.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54.5%","",""
"6106.90.10.10","3","Women's (438)","[""doz."",""kg""]","","","","",""
"6106.90.10.20","3","Girls' (438)","[""doz."",""kg""]","","","","",""
"","2","Of silk or silk waste:","","","","","",""
"6106.90.15.00","3","Containing 70 percent or more by weight of silk or silk waste (739)","[""doz."",""kg""]","0.9%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"6106.90.25","3","Other","","5.6%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"6106.90.25.10","4","Subject to cotton restraints (339)","[""doz."",""kg""]","","","","",""
"6106.90.25.20","4","Subject to wool restraints (438)","[""doz."",""kg""]","","","","",""
"6106.90.25.30","4","Subject to man-made fiber restraints (639)","[""doz."",""kg""]","","","","",""
"6106.90.25.50","4","Other (838)","[""doz."",""kg""]","","","","",""
"6106.90.30","2","Other","","4.7%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","45%","",""
"6106.90.30.10","3","Subject to cotton restraints (339)","[""doz."",""kg""]","","","","",""
"6106.90.30.20","3","Subject to wool restraints (438)","[""doz."",""kg""]","","","","",""
"6106.90.30.30","3","Subject to man-made fiber restraints (639)","[""doz."",""kg""]","","","","",""
"6106.90.30.40","3","Other (838)","[""doz."",""kg""]","","","","",""
"6107","0","Men's or boys' underpants, briefs, nightshirts, pajamas, bathrobes, dressing gowns and similar articles, knitted or crocheted:","","","","","",""
"","1","Underpants and briefs:","","","","","",""
"6107.11.00","2","Of cotton","","7.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6107.11.00.10","3","Men's (352)","[""doz."",""kg""]","","","","",""
"6107.11.00.20","3","Boys' (352)","[""doz."",""kg""]","","","","",""
"6107.12.00","2","Of man-made fibers","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6107.12.00.10","3","Men's (652)","[""doz."",""kg""]","","","","",""
"6107.12.00.20","3","Boys' (652)","[""doz."",""kg""]","","","","",""
"6107.19","2","Of other textile materials:","","","","","",""
"6107.19.10.00","3","Containing 70 percent or more by weight of silk or silk waste (752)","[""doz."",""kg""]","0.9%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","55.5%","",""
"6107.19.90.00","3","Other (852)","[""doz."",""kg""]","5.6%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","55.5%","",""
"","1","Nightshirts and pajamas:","","","","","",""
"6107.21.00","2","Of cotton","","8.9%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","90%","",""
"6107.21.00.10","3","Men's (351)","[""doz."",""kg""]","","","","",""
"6107.21.00.20","3","Boys' (351)","[""doz."",""kg""]","","","","",""
"6107.22.00","2","Of man-made fibers","","16%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","72%","",""
"6107.22.00.10","3","Men's (651)","[""doz."",""kg""]","","","","",""
"","3","Boys':","","","","","",""
"6107.22.00.15","4","Blanket sleepers (651)","[""doz."",""kg""]","","","","",""
"6107.22.00.25","4","Other (651)","[""doz."",""kg""]","","","","",""
"6107.29","2","Of other textile materials:","","","","","",""
"6107.29.20.00","3","Of wool or fine animal hair (459)","[""doz."",""<u>kg<\/u>""]","8.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54.5%","",""
"6107.29.50.00","3","Containing 70 percent or more by weight of silk or silk waste (751)","[""doz."",""kg""]","0.9%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"6107.29.90.00","3","Other (851)","[""doz."",""kg""]","5.6%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"","1","Other:","","","","","",""
"6107.91.00","2","Of cotton","","8.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","90%","",""
"6107.91.00.30","3","Sleepwear (351)","[""doz."",""kg""]","","","","",""
"","3","Other:","","","","","",""
"6107.91.00.40","4","Men's (350)","[""doz."",""kg""]","","","","",""
"6107.91.00.90","4","Boys' (350)","[""doz."",""kg""]","","","","",""
"6107.99","2","Of other textile materials:","","","","","",""
"6107.99.10","3","Of man-made fibers","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","72%","",""
"6107.99.10.30","4","Sleepwear (651)","[""doz."",""kg""]","","","","",""
"","4","Other:","","","","","",""
"6107.99.10.40","5","Men's (650)","[""doz."",""kg""]","","","","",""
"6107.99.10.90","5","Boys' (650)","[""doz."",""kg""]","","","","",""
"6107.99.20.00","3","Of wool or fine animal hair (459)","[""doz."",""<u>kg<\/u>""]","13.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54.5%","",""
"6107.99.50","3","Containing 70 percent or more by weight of silk or silk waste","","0.8%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"6107.99.50.13","4","Sleepwear (751)","[""doz."",""kg""]","","","","",""
"6107.99.50.15","4","Other (750)","[""doz."",""kg""]","","","","",""
"6107.99.90.00","3","Other (850)","[""doz."",""kg""]","4.8%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"6108","0","Women's or girls' slips, petticoats, briefs, panties, night dresses, pajamas, negligees, bathrobes, dressing gowns and similar articles, knitted or crocheted:","","","","","",""
"","1","Slips and petticoats:","","","","","",""
