HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"7222.40.60.00","2","Other","[""kg""]","Free","","28%","",""
"7223.00","0","Wire of stainless steel:","","","","","",""
"7223.00.10","1","Round wire","","Free","","34%","",""
"7223.00.10.05","2","Spring round wire of a kind described in statistical note 8 to this chapter","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"7223.00.10.16","3","With a diameter of less than 0.25 mm","[""kg""]","","","","",""
"7223.00.10.31","3","With a diameter of 0.25 mm or more but less than 0.76 mm","[""kg""]","","","","",""
"7223.00.10.46","3","With a diameter of 0.76 mm or more but less than 1.52 mm","[""kg""]","","","","",""
"7223.00.10.61","3","With a diameter of 1.52 mm or more but less than 5.1 mm","[""kg""]","","","","",""
"7223.00.10.76","3","With a diameter of 5.1 mm or more","[""kg""]","","","","",""
"7223.00.50.00","1","Flat wire","[""kg""]","Free","","34%","",""
"7223.00.90.00","1","Other","[""kg""]","Free","","34%","",""
"","1","IV. OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NONALLOY STEEL","","","","","",""
"7224","0","Other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel:","","","","","",""
"7224.10.00","1","Ingots and other primary forms","","Free","","28%","",""
"7224.10.00.05","2","Of high-nickel alloy steel","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"7224.10.00.45","3","Of tool steel","[""kg""]","","","","",""
"7224.10.00.75","3","Other","[""kg""]","","","","",""
"7224.90.00","1","Other","","Free","","28%","",""
"7224.90.00.05","2","Of high-nickel alloy steel","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"","3","Of tool steel:","","","","","",""
"","4","Of rectangular (including square) cross section:","","","","","",""
"7224.90.00.15","5","Having a width less than four times the thickness","[""kg""]","","","","",""
"7224.90.00.25","5","Having a width at least four times the thickness","[""kg""]","","","","",""
"7224.90.00.35","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","Of rectangular (including square) cross section:","","","","","",""
"7224.90.00.45","5","Having a width less than four times the thickness","[""kg""]","","","","",""
"7224.90.00.55","5","Having a width at least four times the thickness","[""kg""]","","","","",""
"7224.90.00.65","4","Of circular cross section","[""kg""]","","","","",""
"7224.90.00.75","4","Other","[""kg""]","","","","",""
"7225","0","Flat-rolled products of other alloy steel, of a width of <il>600 mm</il> or more:","","","","","",""
"","1","Of silicon electrical steel:","","","","","",""
"7225.11.00.00","2","Grain-oriented","[""kg""]","Free","","28%","",""
"7225.19.00.00","2","Other","[""kg""]","Free","","28%","",""
"7225.30","1","Other, not further worked than hot-rolled, in coils:","","","","","",""
"","2","Of a thickness of <il>4.75 mm</il> or more:","","","","","",""
"7225.30.11","3","Of tool steel","","Free","","29%","",""
"7225.30.11.10","4","Of high-speed steel","[""kg""]","","","","",""
"7225.30.11.80","4","Other","[""kg""]","","","","",""
"7225.30.30","3","Other","","Free","","28%","",""
"7225.30.30.05","4","Of high-nickel alloy steel","[""kg""]","","","","",""
"7225.30.30.50","4","Other","[""kg""]","","","","",""
"","2","Of a thickness of less than <il>4.75 mm</il>:","","","","","",""
"7225.30.51","3","Of tool steel","","Free","","29%","",""
"7225.30.51.10","4","Of high-speed steel","[""kg""]","","","","",""
"7225.30.51.80","4","Other","[""kg""]","","","","",""
"7225.30.70.00","3","Other","[""kg""]","Free","","28%","",""
"7225.40","1","Other, not further worked than hot-rolled, not in coils:","","","","","",""
"","2","Of a thickness of <il>4.75 mm</il> or more:","","","","","",""
"7225.40.11","3","Of tool steel","","Free","","29%","",""
"7225.40.11.10","4","Of high-speed steel","[""kg""]","","","","",""
"7225.40.11.80","4","Other","[""kg""]","","","","",""
"7225.40.30","3","Other","","Free","","28%","",""
"7225.40.30.05","4","Of high-nickel alloy steel","[""kg""]","","","","",""
"7225.40.30.50","4","Other","[""kg""]","","","","",""
"","2","Of a thickness of less than <il>4.75 mm</il>:","","","","","",""
"7225.40.51","3","Of tool steel","","Free","","29%","",""
"7225.40.51.10","4","Of high-speed steel","[""kg""]","","","","",""
"7225.40.51.30","4","Of ball-bearing steel","[""kg""]","","","","",""
"7225.40.51.60","4","Other","[""kg""]","","","","",""
"7225.40.70.00","3","Other","[""kg""]","Free","","28%","",""
"7225.50","1","Other, not further worked than cold-rolled (cold-reduced):","","","","","",""
"7225.50.11","2","Of tool steel","","Free","","29%","",""
"7225.50.11.10","3","Of high-speed steel","[""kg""]","","","","",""
"7225.50.11.30","3","Of ball-bearing steel","[""kg""]","","","","",""
"7225.50.11.60","3","Other","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"7225.50.60.00","3","Of a thickness of <il>4.75 mm</il> or more","[""kg""]","Free","","28%","",""
"","3","Of a thickness of less than <il>4.75 mm</il>:","","","","","",""
"7225.50.70.00","4","Heat-resisting steel","[""kg""]","Free","","29%","",""
"7225.50.80","4","Other","","Free","","28%","",""
"7225.50.80.10","5","Of high-nickel alloy steel","[""kg""]","","","","",""
"7225.50.80.80","5","Other","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"7225.91.00.00","2","Electrolytically plated or coated with zinc","[""kg""]","Free","","28%","",""
"7225.92.00.00","2","Otherwise plated or coated with zinc","[""kg""]","Free","","28%","",""
"7225.99.00","2","Other","","Free","","28%","",""
"7225.99.00.10","3","Of high-nickel alloy steel","[""kg""]","","","","",""
"7225.99.00.90","3","Other","[""kg""]","","","","",""
"7226","0","Flat-rolled products of other alloy steel, of a width of less than <il>600 mm</il>:","","","","","",""
"","1","Of silicon electrical steel:","","","","","",""
"7226.11","2","Grain-oriented:","","","","","",""
"7226.11.10.00","3","Of a width of 300 mm or more","[""kg""]","Free","","28%","",""
"7226.11.90","3","Of a width of less than 300 mm","","Free","","33%","",""
"7226.11.90.30","4","Of thickness not exceeding 0.25 mm","[""kg""]","","","","",""
"7226.11.90.60","4","Other","[""kg""]","","","","",""
"7226.19","2","Other:","","","","","",""
"7226.19.10.00","3","Of a width of 300 mm or more","[""kg""]","Free","","28%","",""
"7226.19.90.00","3","Of a width of less than 300 mm","[""kg""]","Free","","33%","",""
"7226.20.00.00","1","Of high-speed steel","[""kg""]","Free","","37%","",""
"","1","Other:","","","","","",""
"7226.91","2","Not further worked than hot-rolled:","","","","","",""
"","3","Of tool steel (other than high-speed steel):","","","","","",""
"7226.91.05.00","4","Of chipper knife steel","[""kg""]","Free","","34%","",""
"","4","Other:","","","","","",""
"7226.91.15","5","Of a width of 300 mm or more","","Free","","29%","",""
"7226.91.15.30","6","Of ball-bearing steel","[""kg""]","","","","",""
"7226.91.15.60","6","Other","[""kg""]","","","","",""
"7226.91.25","5","Of a width of less than 300 mm","","Free","","34%","",""
"7226.91.25.30","6","Of ball-bearing steel","[""kg""]","","","","",""
"7226.91.25.60","6","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7226.91.50.00","4","Of a thickness of <il>4.75 mm</il> or more","[""kg""]","Free","","28%","",""
"","4","Of a thickness of less than <il>4.75 mm</il>:","","","","","",""
"7226.91.70.00","5","Of a width of 300 mm or more","[""kg""]","Free","","28%","",""
"7226.91.80.00","5","Of a width of less than 300 mm","[""kg""]","Free","","33%","",""
"7226.92","2","Not further worked than cold-rolled (cold-reduced):","","","","","",""
"","3","Of tool steel (other than high-speed steel):","","","","","",""
"7226.92.10","4","Of a width of 300 mm or more","","Free","","0.4¢/kg + 29%","",""
"7226.92.10.30","5","Of ball-bearing steel","[""kg""]","","","","",""
"7226.92.10.60","5","Other","[""kg""]","","","","",""
"7226.92.30","4","Of a width of less than 300 mm","","Free","","34%","",""
"7226.92.30.30","5","Of ball-bearing steel","[""kg""]","","","","",""
"7226.92.30.60","5","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7226.92.50.00","4","Of a width of 300 mm or more","[""kg""]","Free","","0.4¢/kg + 28%","",""
"","4","Of a width of less than 300 mm:","","","","","",""
"7226.92.70","5","Of a thickness not exceeding 0.25 mm","","Free","","33%","",""
"7226.92.70.05","6","Of high-nickel alloy steel","[""kg""]","","","","",""
"7226.92.70.50","6","Other","[""kg""]","","","","",""
"7226.92.80","5","Of a thickness exceeding 0.25 mm","","Free","","33%","",""
"7226.92.80.05","6","Of high-nickel alloy steel","[""kg""]","","","","",""
"7226.92.80.50","6","Other","[""kg""]","","","","",""
"7226.99.01","2","Other","","Free","","33%","",""
"7226.99.01.10","3","Electrolytically plated or coated with zinc","[""kg""]","","","","",""
"7226.99.01.30","3","Otherwise plated or coated with zinc","[""kg""]","","","","",""
"7226.99.01.80","3","Other","[""kg""]","","","","",""
"7227","0","Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel:","","","","","",""
"7227.10.00.00","1","Of high-speed steel","[""kg""]","Free","","14%","",""
"7227.20.00","1","Of silico-manganese steel","","Free","","10%","",""
"7227.20.00.30","2","Of welding quality wire rods of a kind described in statistical note 7 to this chapter","[""kg""]","","","","",""
"7227.20.00.80","2","Other","[""kg""]","","","","",""
"7227.90","1","Other:","","","","","",""
"","2","Of tool steel (other than high-speed steel):","","","","","",""
"7227.90.10","3","Not tempered, not treated, and not partly manufactured","","Free","","12%","",""
"7227.90.10.30","4","Of ball-bearing steel","[""kg""]","","","","",""
"7227.90.10.60","4","Other","[""kg""]","","","","",""
"7227.90.20","3","Other","","Free","","11%","",""
"7227.90.20.30","4","Of ball-bearing steel","[""kg""]","","","","",""
"7227.90.20.60","4","Other","[""kg""]","","","","",""
"7227.90.60","2","Other","","Free","","10%","",""
"7227.90.60.05","3","Of high-nickel alloy steel","[""kg""]","","","","",""
"7227.90.60.10","3","Of Cold Heading Quality (CHQ) steel of a kind described in statistical note 6 to this chapter","[""kg""]","","","","",""
"7227.90.60.20","3","Of welding quality wire rods of a kind described in statistical note 7 to this chapter","[""kg""]","","","","",""
"","3","Of a circular cross section:","","","","","",""
"7227.90.60.30","4","With a diameter of less than 14 mm","[""kg""]","","","","",""
"7227.90.60.35","4","With a diameter of 14 mm or more but less than 19 mm","[""kg""]","","","","",""
"7227.90.60.40","4","With a diameter of 19 mm or more","[""kg""]","","","","",""
"7227.90.60.90","3","Other","[""kg""]","","","","",""
"7228","0","Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or nonalloy steel:","","","","","",""
"7228.10.00","1","Bars and rods, of high-speed steel","","Free","","32%","",""
"7228.10.00.10","2","Not cold-formed","[""kg""]","","","","",""
"","2","Cold-formed:","","","","","",""
"7228.10.00.30","3","With a maximum cross-sectional dimension of less than <il>18 mm</il>","[""kg""]","","","","",""
"7228.10.00.60","3","With a maximum cross-sectional dimension of <il>18 mm</il> or more","[""kg""]","","","","",""
"7228.20","1","Bars and rods, of silico-manganese steel:","","","","","",""
"7228.20.10.00","2","Not cold-formed","[""kg""]","Free","","28%","",""
"7228.20.50.00","2","Cold-formed","[""kg""]","Free","","28%","",""
"","1","Other bars and rods, not further worked than hot-rolled, hot-drawn or extruded:","","","","","",""
"7228.30","2","Of tool steel (other than high-speed steel):","","","","","",""
"7228.30.20.00","3","Of ball-bearing steel","[""kg""]","Free","","29%","",""
"7228.30.40.00","3","Of chipper knife steel, not cold-formed","[""kg""]","Free","","28%","",""
"7228.30.60.00","3","Other","[""kg""]","Free","","29%","",""
"7228.30.80","2","Other","","Free","","28%","",""
"7228.30.80.05","3","Of high-nickel alloy steel","[""kg""]","","","","",""
"7228.30.80.10","3","Concrete reinforcing bars and rods","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7228.30.80.15","4","With a diameter or cross section measuring less than 76 mm","[""kg""]","","","","",""
"7228.30.80.41","4","With a diameter or cross section measuring 76 mm or more but not exceeding 152 mm","[""kg""]","","","","",""
"7228.30.80.45","4","With a diameter or cross section measuring 152 mm or more but not exceeding 228 mm","[""kg""]","","","","",""
"7228.30.80.70","4","With a diameter or cross section exceeding 228 mm","[""kg""]","","","","",""
"7228.40.00.00","1","Other bars and rods, not further worked than forged","[""kg""]","Free","","28%","",""
"7228.50","1","Other bars and rods, not further worked than cold-formed or cold-finished:","","","","","",""
"7228.50.10","2","Of tool steel (other than high-speed steel)","","Free","","29%","",""
"7228.50.10.10","3","Of ball-bearing steel","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","With a maximum cross-sectional dimension of less than <il>18 mm</il>:","","","","","",""
"7228.50.10.20","5","Of round or rectangular cross section with surfaces ground, milled or polished","[""kg""]","","","","",""
"7228.50.10.40","5","Other","[""kg""]","","","","",""
"","4","With a maximum cross-sectional dimension of <il>18 mm</il> or more:","","","","","",""
"7228.50.10.60","5","Of round or rectangular cross section with surfaces ground, milled or polished","[""kg""]","","","","",""
"7228.50.10.80","5","Other","[""kg""]","","","","",""
"7228.50.50","2","Other","","Free","","28%","",""
"7228.50.50.05","3","Of high-nickel alloy steel","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7228.50.50.15","4","With a diameter or cross section measuring less than 76 mm","[""kg""]","","","","",""
"7228.50.50.40","4","With a diameter or cross section measuring 76 mm or more but not exceeding 228 mm","[""kg""]","","","","",""
"7228.50.50.70","4","With a diameter or cross section exceeding 228 mm","[""kg""]","","","","",""
"7228.60","1","Other bars and rods:","","","","","",""
"7228.60.10","2","Of tool steel (other than high-speed steel)","","Free","","29%","",""
"7228.60.10.30","3","Of ball-bearing steel","[""kg""]","","","","",""
"7228.60.10.60","3","Other","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"7228.60.60.00","3","Not cold-formed","[""kg""]","Free","","28%","",""
"7228.60.80.00","3","Cold-formed","[""kg""]","Free","","28%","",""
"7228.70","1","Angles, shapes and sections:","","","","","",""
"7228.70.30","2","Hot-rolled, not drilled, not punched and not otherwise advanced","","Free","","10%","",""
"7228.70.30.10","3","U, I, H and T sections","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","With a maximum cross-sectional dimension of 76 mm or more:","","","","","",""
"7228.70.30.20","5","Angles","[""kg""]","","","","",""
"7228.70.30.41","5","Other","[""kg""]","","","","",""
"","4","With a maximum cross-sectional dimension of less than 76 mm:","","","","","",""
"7228.70.30.60","5","Angles","[""kg""]","","","","",""
"7228.70.30.81","5","Other","[""kg""]","","","","",""
"7228.70.60.00","2","Other","[""kg""]","Free","","28%","",""
"7228.80.00.00","1","Hollow drill bars and rods","[""kg""]","Free","","30%","",""
"7229","0","Wire of other alloy steel:","","","","","",""
"7229.20.00","1","Of silico-manganese steel","","Free","","33%","",""
"","2","Round, with a diameter of less than or equal to <il>1.6 mm</il>, containing by weight less than 0.20 percent of carbon, more than 0.9 percent of manganese, and more than 0.6 percent of silicon, and suitable for electric arc welding:","","","","","",""
"7229.20.00.10","3","Plated or coated with copper","[""kg""]","","","","",""
"7229.20.00.15","3","Other","[""kg""]","","","","",""
"7229.20.00.90","2","Other","[""kg""]","","","","",""
"7229.90","1","Other:","","","","","",""
"7229.90.05.00","2","Of high-speed steel","[""kg""]","Free","","37%","",""
"","2","Other:","","","","","",""
"7229.90.10.00","3","Flat wire","[""kg""]","Free","","33%","",""
"7229.90.50","3","Round wire","","Free","","33%","",""
"","4","With a diameter of less than or equal to <il>1.6 mm</il>, containing by weight less than 0.20 percent of carbon and more than 0.3 percent of nickel or more than 0.08 percent of molybdenum, and suitable for electric arc welding:","","","","","",""
"7229.90.50.06","5","Plated or coated with copper","[""kg""]","","","","",""
"7229.90.50.08","5","Other","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7229.90.50.16","5","With a diameter of less than 1.0 mm","[""kg""]","","","","",""
"7229.90.50.31","5","With a diameter of 1.0 mm or more but less than 1.5 mm","[""kg""]","","","","",""
"7229.90.50.51","5","With a diameter of 1.5 mm or more","[""kg""]","","","","",""
"7229.90.90.00","3","Other wire","[""kg""]","Free","","33%","",""
