HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"5210.29.60","4","Of numbers 43 to 68","","11.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","29.7%","",""
"5210.29.60.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5210.29.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5210.29.80","4","Of number 69 or higher number","","14.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","40.5%","",""
"5210.29.80.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5210.29.80.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Dyed:","","","","","",""
"5210.31","2","Plain weave:","","","","","",""
"5210.31.40","3","Of number 42 or lower number","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","27.9%","",""
"5210.31.40.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.31.40.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5210.31.40.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5210.31.60","3","Of numbers 43 to 68","","12.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","32.7%","",""
"5210.31.60.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.31.60.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5210.31.60.60","4","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5210.31.60.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5210.31.80","3","Of number 69 or higher number","","15.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","43.5%","",""
"5210.31.80.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.31.80.90","4","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5210.32.00.00","2","3-thread or 4-thread twill, including cross twill (317)","[""m²"",""kg""]","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","29.7%","",""
"5210.39","2","Other fabrics:","","","","","",""
"5210.39.20","3","Satin weave or twill weave","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","29.7%","",""
"5210.39.20.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5210.39.20.90","4","Other (317)","[""m²"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"5210.39.40","4","Of number 42 or lower number","","8.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","27.9%","",""
"5210.39.40.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5210.39.40.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5210.39.60","4","Of numbers 43 to 68","","12.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","32.7%","",""
"5210.39.60.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5210.39.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5210.39.80","4","Of number 69 or higher number","","12.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","43.5%","",""
"5210.39.80.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5210.39.80.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Of yarns of different colors:","","","","","",""
"5210.41","2","Plain weave:","","","","","",""
"5210.41.40.00","3","Of number 42 or lower number (218)","[""m²"",""kg""]","10%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","27.9%","",""
"5210.41.60.00","3","Of numbers 43 to 68 (218)","[""m²"",""kg""]","12.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","32.7%","",""
"5210.41.80.00","3","Of number 69 or higher number (218)","[""m²"",""kg""]","15.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","43.5%","",""
"5210.49","2","Other fabrics:","","","","","",""
"5210.49.10.00","3","3-thread or 4-thread twill, including cross twill (218)","[""m²"",""kg""]","10%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","29.7%","",""
"5210.49.20.00","3","Satin weave or twill weave, other than 3-thread or 4-thread twill or cross twill (218)","[""m²"",""kg""]","10%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","29.7%","",""
"","3","Other:","","","","","",""
"5210.49.40","4","Of number 42 or lower number","","10%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","27.9%","",""
"5210.49.40.10","5","Oxford cloth (218)","[""m²"",""kg""]","","","","",""
"5210.49.40.20","5","Jacquard woven (220)","[""m²"",""kg""]","","","","",""
"5210.49.40.90","5","Other (218)","[""m²"",""kg""]","","","","",""
"5210.49.60","4","Of numbers 43 to 68","","10.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","32.7%","",""
"5210.49.60.10","5","Oxford cloth (218)","[""m²"",""kg""]","","","","",""
"5210.49.60.20","5","Jacquard woven (220)","[""m²"",""kg""]","","","","",""
"5210.49.60.90","5","Other (218)","[""m²"",""kg""]","","","","",""
"5210.49.80","4","Of number 69 or higher number","","15.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","43.5%","",""
"5210.49.80.20","5","Jacquard woven (220)","[""m²"",""kg""]","","","","",""
"5210.49.80.90","5","Other (218)","[""m²"",""kg""]","","","","",""
"","1","Printed:","","","","","",""
"5210.51","2","Plain weave:","","","","","",""
"5210.51.40","3","Of number 42 or lower number","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","27.9%","",""
"5210.51.40.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.51.40.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5210.51.40.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5210.51.60","3","Of numbers 43 to 68","","12.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","32.7%","",""
"5210.51.60.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.51.60.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5210.51.60.60","4","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5210.51.60.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5210.51.80","3","Of number 69 or higher number","","15.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","43.5%","",""
"5210.51.80.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.51.80.90","4","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5210.59","2","Other fabrics:","","","","","",""
"5210.59.10.00","3","3-thread or 4-thread twill, including cross twill (317)","[""m²"",""kg""]","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","29.7%","",""
"5210.59.20","3","Satin weave or twill weave, other than 3-thread or 4-thread twill or cross twill","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","29.7%","",""
"5210.59.20.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5210.59.20.90","4","Other (317)","[""m²"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"5210.59.40","4","Of number 42 or lower number","","8.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P,PA, PE,S,SG)","27.9%","",""
"5210.59.40.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5210.59.40.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5210.59.60","4","Of numbers 43 to 68","","10.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","32.7%","",""
"5210.59.60.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5210.59.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5210.59.80","4","Of number 69 or higher number","","7.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","43.5%","",""
"5210.59.80.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5210.59.80.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5211","0","Woven fabrics of cotton, containing less than 85 percent by weight of cotton, mixed mainly or solely with man-made fibers, weighing more than 200 g/m²:","","","","","",""
"","1","Unbleached:","","","","","",""
"5211.11.00","2","Plain weave","","7.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","19.9%","",""
"5211.11.00.20","3","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"","3","Sheeting:","","","","","",""
"","4","Not napped:","","","","","",""
"5211.11.00.25","5","Osnaburg (313)","[""m²"",""kg""]","","","","",""
"5211.11.00.35","5","Other (313)","[""m²"",""kg""]","","","","",""
"5211.11.00.50","4","Napped (313)","[""m²"",""kg""]","","","","",""
"5211.11.00.90","3","Plain weave duck (219)","[""m²"",""kg""]","","","","",""
"5211.12.00","2","3-thread or 4-thread twill, including cross twill","","7.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","19.9%","",""
"5211.12.00.20","3","Not napped (317)","[""m²"",""kg""]","","","","",""
"5211.12.00.40","3","Napped (317)","[""m²"",""kg""]","","","","",""
"5211.19.00","2","Other fabrics","","7.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","19.9%","",""
"","3","Satin weave or twill weave:","","","","","",""
"5211.19.00.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5211.19.00.40","4","Other (317)","[""m²"",""kg""]","","","","",""
"5211.19.00.60","3","Duck, except plain weave (219)","[""m²"",""kg""]","","","","",""
"5211.19.00.90","3","Other (220)","[""m²"",""kg""]","","","","",""
"5211.20","1","Bleached:","","","","","",""
"5211.20.21","2","Plain weave","","8.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","22.9%","",""
"5211.20.21.20","3","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"","3","Sheeting:","","","","","",""
"","4","Not napped:","","","","","",""
"5211.20.21.25","5","Osnaburg (313)","[""m²"",""kg""]","","","","",""
"5211.20.21.35","5","Other (313)","[""m²"",""kg""]","","","","",""
"5211.20.21.50","4","Napped (313)","[""m²"",""kg""]","","","","",""
"5211.20.21.90","3","Plain weave duck (219)","[""m²"",""kg""]","","","","",""
"5211.20.22","2","3-thread or 4-thread twill, including cross twill","","8.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","22.9%","",""
"5211.20.22.20","3","Not napped (317)","[""m²"",""kg""]","","","","",""
"5211.20.22.40","3","Napped (317)","[""m²"",""kg""]","","","","",""
"5211.20.29","2","Other fabrics","","8.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","22.9%","",""
"","3","Satin weave or twill weave:","","","","","",""
"5211.20.29.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5211.20.29.40","4","Other (317)","[""m²"",""kg""]","","","","",""
"5211.20.29.60","3","Duck, except plain weave (219)","[""m²"",""kg""]","","","","",""
"5211.20.29.90","3","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Dyed:","","","","","",""
"5211.31.00","2","Plain weave","","8.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25.9%","",""
"5211.31.00.20","3","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"","3","Sheeting:","","","","","",""
"","4","Not napped","","","","","",""
"5211.31.00.25","5","Osnaburg (313)","[""m²"",""kg""]","","","","",""
"5211.31.00.35","5","Other (313)","[""m²"",""kg""]","","","","",""
"5211.31.00.50","4","Napped (313)","[""m²"",""kg""]","","","","",""
"5211.31.00.90","3","Plain weave duck (219)","[""m²"",""kg""]","","","","",""
"5211.32.00","2","3-thread or 4-thread twill, including cross twill","","8.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25.9%","",""
"5211.32.00.20","3","Not napped (317)","[""m²"",""kg""]","","","","",""
"5211.32.00.40","3","Napped (317)","[""m²"",""kg""]","","","","",""
"5211.39.00","2","Other fabrics","","8.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25.9%","",""
"","3","Satin weave or twill weave:","","","","","",""
"5211.39.00.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5211.39.00.40","4","Other (317)","[""m²"",""kg""]","","","","",""
"5211.39.00.60","3","Duck, except plain weave (219)","[""m²"",""kg""]","","","","",""
"5211.39.00.90","3","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Of yarns of different colors:","","","","","",""
"5211.41.00","2","Plain weave","","8.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","25.9%","",""
"5211.41.00.20","3","Not napped (218)","[""m²"",""kg""]","","","","",""
"5211.41.00.40","3","Napped (218)","[""m²"",""kg""]","","","","",""
"5211.42.00","2","Denim","","8.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25.9%","",""
"","3","Blue denim:","","","","","",""
"5211.42.00.20","4","Weighing not more than 360 g/m² (225)","[""m²"",""kg""]","","","","",""
"5211.42.00.40","4","Weighing more than 360 g/m² (225)","[""m²"",""kg""]","","","","",""
"","3","Other denim:","","","","","",""
"5211.42.00.60","4","Weighing not more than 360 g/m² (218)","[""m²"",""kg""]","","","","",""
"5211.42.00.80","4","Weighing more than 360 g/m² (218)","[""m²"",""kg""]","","","","",""
"5211.43.00","2","Other fabrics of 3-thread or 4-thread twill, including cross twill","","8.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","25.9%","",""
"5211.43.00.30","3","Not napped (218)","[""m²"",""kg""]","","","","",""
"5211.43.00.50","3","Napped (218)","[""m²"",""kg""]","","","","",""
"5211.49.00","2","Other fabrics","","8.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","25.9%","",""
"5211.49.00.20","3","Jacquard woven (220)","[""m²"",""kg""]","","","","",""
"5211.49.00.90","3","Other (218)","[""m²"",""kg""]","","","","",""
"","1","Printed:","","","","","",""
"5211.51.00","2","Plain weave","","Free","","25.9%","",""
"5211.51.00.20","3","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"","3","Sheeting:","","","","","",""
"5211.51.00.30","4","Not napped (313)","[""m²"",""kg""]","","","","",""
"5211.51.00.50","4","Napped (313)","[""m²"",""kg""]","","","","",""
"5211.51.00.90","3","Plain weave duck (219)","[""m²"",""kg""]","","","","",""
"5211.52.00","2","3-thread or 4-thread twill, including cross twill","","8.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25.9%","",""
"5211.52.00.20","3","Not napped (317)","[""m²"",""kg""]","","","","",""
"5211.52.00.40","3","Napped (317)","[""m²"",""kg""]","","","","",""
"5211.59.00","2","Other fabrics","","8.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25.9%","",""
"","3","Satin weave or twill weave:","","","","","",""
"","4","Sateens:","","","","","",""
"5211.59.00.15","5","Discharge printed (326)","[""m²"",""kg""]","","","","",""
"5211.59.00.25","5","Other (326)","[""m²"",""kg""]","","","","",""
"5211.59.00.40","4","Other (317)","[""m²"",""kg""]","","","","",""
"5211.59.00.60","3","Duck, except plain weave (219)","[""m²"",""kg""]","","","","",""
"5211.59.00.90","3","Other (220)","[""m²"",""kg""]","","","","",""
"5212","0","Other woven fabrics of cotton:","","","","","",""
"","1","Weighing not more than 200 g/m²:","","","","","",""
"5212.11","2","Unbleached:","","","","","",""
"5212.11.10","3","Containing 36 percent or more by weight of wool or fine animal hair","","16.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","68.5%","",""
"5212.11.10.10","4","Not combed (410)","[""m²"",""kg""]","","","","",""
"5212.11.10.20","4","Combed (410)","[""m²"",""kg""]","","","","",""
"5212.11.60","3","Other","","7.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5212.11.60.10","4","Mixed mainly or solely with wool or fine animal hair (220)","[""m²"",""kg""]","","","","",""
"","4","Other:","","","","","",""
"5212.11.60.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5212.11.60.30","5","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5212.11.60.40","5","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5212.11.60.50","5","Cheesecloth; lawns,voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"","5","Satin weave or twill weave:","","","","","",""
"5212.11.60.60","6","Sateens (326)","[""m²"",""kg""]","","","","",""
"5212.11.60.70","6","Other (317)","[""m²"",""kg""]","","","","",""
"5212.11.60.80","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5212.11.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5212.12","2","Bleached:","","","","","",""
"5212.12.10","3","Containing 36 percent or more by weight of wool or fine animal hair","","16.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","68.5%","",""
"5212.12.10.10","4","Not combed (410)","[""m²"",""kg""]","","","","",""
"5212.12.10.20","4","Combed (410)","[""m²"",""kg""]","","","","",""
"5212.12.60","3","Other","","7.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5212.12.60.10","4","Mixed mainly or solely with wool or fine animal hair (220)","[""m²"",""kg""]","","","","",""
"","4","Other:","","","","","",""
"5212.12.60.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5212.12.60.30","5","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5212.12.60.40","5","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5212.12.60.50","5","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"","5","Satin weave or twill weave:","","","","","",""
"5212.12.60.60","6","Sateens (326)","[""m²"",""kg""]","","","","",""
"5212.12.60.70","6","Other (317)","[""m²"",""kg""]","","","","",""
"5212.12.60.80","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5212.12.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5212.13","2","Dyed:","","","","","",""
"5212.13.10","3","Containing 36 percent or more by weight of wool or fine animal hair","","16.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","68.5%","",""
"5212.13.10.10","4","Not combed (410)","[""m²"",""kg""]","","","","",""
"5212.13.10.20","4","Combed (410)","[""m²"",""kg""]","","","","",""
"5212.13.60","3","Other","","7.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5212.13.60.10","4","Mixed mainly or solely with wool or fine animal hair (220)","[""m²"",""kg""]","","","","",""
"","4","Other:","","","","","",""
"5212.13.60.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5212.13.60.30","5","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5212.13.60.40","5","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5212.13.60.50","5","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"","5","Satin weave or twill weave:","","","","","",""
"5212.13.60.60","6","Sateens (326)","[""m²"",""kg""]","","","","",""
"5212.13.60.70","6","Other (317)","[""m²"",""kg""]","","","","",""
"5212.13.60.80","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5212.13.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5212.14","2","Of yarns of different colors:","","","","","",""
"5212.14.10","3","Containing 36 percent or more by weight of wool or fine animal hair","","16.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","68.5%","",""
"5212.14.10.10","4","Not combed (410)","[""m²"",""kg""]","","","","",""
"5212.14.10.20","4","Combed (410)","[""m²"",""kg""]","","","","",""
"5212.14.60","3","Other","","7.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5212.14.60.10","4","Mixed mainly or solely with wool or fine animal hair (220)","[""m²"",""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","Jacquard woven","","","","","",""
"5212.14.60.20","6","Of a width exceeding 127 cm (220)","[""m²"",""kg""]","","","","",""
"5212.14.60.30","6","Other (220)","[""m²"",""kg""]","","","","",""
"5212.14.60.90","5","Other (218)","[""m²"",""kg""]","","","","",""
"5212.15","2","Printed:","","","","","",""
"5212.15.10","3","Containing 36 percent or more by weight of wool or fine animal hair","","Free","","68.5%","",""
"5212.15.10.10","4","Not combed (410)","[""m²"",""kg""]","","","","",""
"5212.15.10.20","4","Combed (410)","[""m²"",""kg""]","","","","",""
"5212.15.60","3","Other","","7.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5212.15.60.10","4","Mixed mainly or solely with wool or fine animal hair (220)","[""m²"",""kg""]","","","","",""
"","4","Other:","","","","","",""
"5212.15.60.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5212.15.60.30","5","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5212.15.60.40","5","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5212.15.60.50","5","Cheesecloth; lawns,voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"","5","Satin weave or twill weave:","","","","","",""
"5212.15.60.60","6","Sateens (326)","[""m²"",""kg""]","","","","",""
"5212.15.60.70","6","Other (317)","[""m²"",""kg""]","","","","",""
"5212.15.60.80","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5212.15.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Weighing more than 200 g/m²:","","","","","",""
"5212.21","2","Unbleached:","","","","","",""
"5212.21.10","3","Containing 36 percent or more by weight of wool or fine animal hair","","16.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","68.5%","",""
"5212.21.10.10","4","Not combed (410)","[""m²"",""kg""]","","","","",""
"5212.21.10.20","4","Combed (410)","[""m²"",""kg""]","","","","",""
"5212.21.60","3","Other","","7.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5212.21.60.10","4","Mixed mainly or solely with wool or fine animal hair (220)","[""m²"",""kg""]","","","","",""
"","4","Other:","","","","","",""
"5212.21.60.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5212.21.60.30","5","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5212.21.60.40","5","Duck (219)","[""m²"",""kg""]","","","","",""
"","5","Satin weave or twill weave:","","","","","",""
"5212.21.60.50","6","Sateens (326)","[""m²"",""kg""]","","","","",""
"5212.21.60.60","6","Other (317)","[""m²"",""kg""]","","","","",""
"5212.21.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5212.22","2","Bleached:","","","","","",""
"5212.22.10","3","Containing 36 percent or more by weight of wool or fine animal hair","","16.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","68.5%","",""
"5212.22.10.10","4","Not combed (410)","[""m²"",""kg""]","","","","",""
"5212.22.10.20","4","Combed (410)","[""m²"",""kg""]","","","","",""
"5212.22.60","3","Other","","7.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5212.22.60.10","4","Mixed mainly or solely with wool or fine animal hair (220)","[""m²"",""kg""]","","","","",""
"","4","Other:","","","","","",""
"5212.22.60.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5212.22.60.30","5","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5212.22.60.40","5","Duck (219)","[""m²"",""kg""]","","","","",""
"","5","Satin weave or twill weave:","","","","","",""
"5212.22.60.50","6","Sateens (326)","[""m²"",""kg""]","","","","",""
"5212.22.60.60","6","Other (317)","[""m²"",""kg""]","","","","",""
"5212.22.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5212.23","2","Dyed:","","","","","",""
"5212.23.10","3","Containing 36 percent or more by weight of wool or fine animal hair","","16.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","68.5%","",""
"5212.23.10.10","4","Not combed (410)","[""m²"",""kg""]","","","","",""
"5212.23.10.20","4","Combed (410)","[""m²"",""kg""]","","","","",""
"5212.23.60","3","Other","","7.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5212.23.60.10","4","Mixed mainly or solely with wool or fine animal hair (220)","[""m²"",""kg""]","","","","",""
"","4","Other:","","","","","",""
"5212.23.60.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5212.23.60.30","5","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5212.23.60.40","5","Duck (219)","[""m²"",""kg""]","","","","",""
"","5","Satin weave or twill weave:","","","","","",""
"5212.23.60.50","6","Sateens (326)","[""m²"",""kg""]","","","","",""
"5212.23.60.60","6","Other (317)","[""m²"",""kg""]","","","","",""
"5212.23.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5212.24","2","Of yarns of different colors:","","","","","",""
"5212.24.10","3","Containing 36 percent or more by weight of wool or fine animal hair","","16.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","68.5%","",""
"5212.24.10.10","4","Not combed (410)","[""m²"",""kg""]","","","","",""
"5212.24.10.20","4","Combed (410)","[""m²"",""kg""]","","","","",""
"5212.24.60","3","Other","","7.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5212.24.60.10","4","Mixed mainly or solely with wool or fine animal hair (220)","[""m²"",""kg""]","","","","",""
"","4","Other:","","","","","",""
"5212.24.60.20","5","Blue denim (225)","[""m²"",""kg""]","","","","",""
"","5","Jacquard woven:","","","","","",""
"5212.24.60.30","6","Of a width exceeding 127 cm (220)","[""m²"",""kg""]","","","","",""
"5212.24.60.40","6","Other (220)","[""m²"",""kg""]","","","","",""
"5212.24.60.90","5","Other (218)","[""m²"",""kg""]","","","","",""
"5212.25","2","Printed:","","","","","",""
"5212.25.10","3","Containing 36 percent or more by weight of wool or fine animal hair","","Free","","68.5%","",""
"5212.25.10.10","4","Not combed (410)","[""m²"",""kg""]","","","","",""
"5212.25.10.20","4","Combed (410)","[""m²"",""kg""]","","","","",""
"5212.25.60","3","Other","","Free","","40%","",""
"5212.25.60.10","4","Mixed mainly or solely with wool or fine animal hair (220)","[""m²"",""kg""]","","","","",""
"","4","Other:","","","","","",""
"5212.25.60.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5212.25.60.30","5","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5212.25.60.40","5","Duck (219)","[""m²"",""kg""]","","","","",""
"","5","Satin weave or twill weave:","","","","","",""
